PROBEID	BETA	SE	P_VAL	FDR	DeltaMeth	N	Outlying	Skewed	Clumpy	Sparse	Striated	Convex	Skinny	Stringy	Monotonic
cg00952977	3.10010746557882E-08	6.79924923934715E-08	0.648427014907426	0.975213252926819	3.14979551135312E-02	419	0.244453239321192	0.742467859523476	8.71458640108748E-02	4.90458491562347E-02	0.198443579766537	0.367078687493074	0.600056387098497	0.476292409027103	1.29666823392403E-02
cg01215511	-1.29802491546282E-07	5.65406022202061E-07	0.8184228543297	0.988194392886891	0.149542531299609	419	0.158128569298205	0.739917999631807	6.06002324378657E-02	4.49023862690634E-02	0.217391304347826	0.301366803520858	0.642853933708261	0.49685970308345	2.88184842548762E-03
cg02732193	3.13782924034804E-08	7.97461406501722E-08	0.693967021008733	0.978857264670515	3.18799703268851E-02	419	0.16083253508797	0.770073242534042	0.203454455716129	5.57634419372228E-02	0.190647482014388	0.391985046133991	0.623219635121737	0.490322159806851	5.09632736456409E-04
cg04915494	2.70191344933861E-07	3.87406455282479E-07	0.485529758416982	0.952911745296517	-0.210894629341929	419	0.163520707193718	0.720104081927146	9.04431118757068E-02	4.82647264281232E-02	0.181818181818182	0.330511776318188	0.59553070338935	0.419951560719188	3.07739889130103E-03
cg05185519	-2.59150171837356E-07	1.8248812746811E-07	0.155580513104051	0.861259328776095	0.130332622436279	419	0.138435676812617	0.680480385564134	0.234128406014979	4.41001082549151E-02	0.171003717472119	0.420919858766433	0.561454922307268	0.464032761572287	0.144867603439425
cg06812612	2.37483180560751E-07	7.92163891738355E-08	2.7184271945358E-03	0.729913456878545	4.10761742124071E-02	419	0.160852582113265	0.761406241377149	0.161049532798067	5.47771380912141E-02	0.195488721804511	0.530830316275528	0.481092105304004	0.460265989158187	1.66078547264129E-02
cg07474076	-3.0424239997055E-07	2.77359536825581E-07	0.272674510088432	0.90525713862715	0.209316433418665	419	4.47903251969513E-02	0.68902056078026	0.179289568518266	5.12805115177143E-02	0.192028985507246	0.405437374668953	0.644220127040593	0.466899834772629	0.171602787597974
cg08534175	5.21437967724554E-07	3.97019430380894E-07	0.189054434348161	0.874715169951808	0.142249884566602	419	0.137321878250569	0.724764029910563	9.99188698147938E-02	5.28364947214234E-02	0.166666666666667	0.368771963196328	0.577794593253075	0.456449498049225	7.80436551282587E-02
cg08690664	7.47087473855333E-08	1.19892568431787E-07	0.533198596963046	0.961007547775406	0.109518693820793	419	0.140928604684177	0.667870616383879	9.57760027905745E-02	4.41001082549151E-02	0.229090909090909	0.378072800995607	0.643062455069329	0.527240469618217	8.82381741396072E-02
cg26906639	-8.1655225605313E-08	8.3667449381813E-08	0.329089370680923	0.921268650594458	5.94023077804229E-02	419	0.218697198551421	0.747684040024062	0.101471779760835	5.78051462092347E-02	0.228136882129278	0.427524568192506	0.50143329885895	0.506709571335307	0.123550671301903
